group,bitstringSize,algorithm,evaluationFunction,maximumIterations,actualIterations,maximumTheoreticalValue,actualValue,executionTimeMillis
10,50,MIMIC,SixPeaksEvaluationFunction,100000,951,94.0,94.0,1403
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,43.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,2911,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4116
10,50,MIMIC,FlipFlopEvaluationFunction,100000,4877,49.0,49.0,7104
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,1632,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,3643,94.0,94.0,148
10,50,MIMIC,FourPeaksEvaluationFunction,100000,513,94.0,94.0,747
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2578,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,1844,94.0,94.0,74
10,50,MIMIC,SixPeaksEvaluationFunction,100000,923,94.0,94.0,1407
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,45094,49.0,49.0,25
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4161
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145076
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,10
10,50,SA,FourPeaksEvaluationFunction,100000,2570,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,4187,94.0,94.0,167
10,50,MIMIC,FourPeaksEvaluationFunction,100000,870,94.0,94.0,1292
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,52
10,50,GA,SixPeaksEvaluationFunction,100000,4113,94.0,94.0,162
10,50,MIMIC,SixPeaksEvaluationFunction,100000,1110,94.0,94.0,1632
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,58778,49.0,49.0,27
10,50,GA,FlipFlopEvaluationFunction,100000,43454,49.0,49.0,1793
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145239
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,12
10,50,SA,FourPeaksEvaluationFunction,100000,2233,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,553,94.0,94.0,23
10,50,MIMIC,FourPeaksEvaluationFunction,100000,819,94.0,94.0,1203
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,17
10,50,SA,SixPeaksEvaluationFunction,100000,2370,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3248,94.0,94.0,130
10,50,MIMIC,SixPeaksEvaluationFunction,100000,514,94.0,94.0,770
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,41.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,3838,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4166
10,50,MIMIC,FlipFlopEvaluationFunction,100000,5398,49.0,49.0,7955
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,57
10,50,GA,FourPeaksEvaluationFunction,100000,3233,94.0,94.0,127
10,50,MIMIC,FourPeaksEvaluationFunction,100000,972,94.0,94.0,1512
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,1888,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3275,94.0,94.0,129
10,50,MIMIC,SixPeaksEvaluationFunction,100000,909,94.0,94.0,1349
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,6009,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4080
10,50,MIMIC,FlipFlopEvaluationFunction,100000,43747,49.0,49.0,63481
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2047,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,4665,94.0,94.0,188
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1338,94.0,94.0,1963
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2726,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3827,94.0,94.0,165
10,50,MIMIC,SixPeaksEvaluationFunction,100000,744,94.0,94.0,1098
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,37.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,3364,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4139
10,50,MIMIC,FlipFlopEvaluationFunction,100000,46303,49.0,49.0,67479
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,50
10,50,GA,FourPeaksEvaluationFunction,100000,3053,94.0,94.0,123
10,50,MIMIC,FourPeaksEvaluationFunction,100000,603,94.0,94.0,869
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,53
10,50,GA,SixPeaksEvaluationFunction,100000,5538,94.0,94.0,223
10,50,MIMIC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,148447
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,41.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,20420,49.0,49.0,7
10,50,GA,FlipFlopEvaluationFunction,100000,82735,49.0,49.0,3463
10,50,MIMIC,FlipFlopEvaluationFunction,100000,70476,49.0,49.0,102374
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,58
10,50,GA,FourPeaksEvaluationFunction,100000,2759,94.0,94.0,110
10,50,MIMIC,FourPeaksEvaluationFunction,100000,542,94.0,94.0,786
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2544,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,1346,94.0,94.0,53
10,50,MIMIC,SixPeaksEvaluationFunction,100000,843,94.0,94.0,1246
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,44.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,3209,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,22929,49.0,49.0,942
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,145298
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,1732,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,3970,94.0,94.0,157
10,50,MIMIC,FourPeaksEvaluationFunction,100000,657,94.0,94.0,969
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,16
10,50,SA,SixPeaksEvaluationFunction,100000,2376,94.0,94.0,0
10,50,GA,SixPeaksEvaluationFunction,100000,3081,94.0,94.0,120
10,50,MIMIC,SixPeaksEvaluationFunction,100000,496,94.0,94.0,738
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,45.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,35881,49.0,49.0,16
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4130
10,50,MIMIC,FlipFlopEvaluationFunction,100000,24661,49.0,49.0,35851
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,48
10,50,GA,FourPeaksEvaluationFunction,100000,797,94.0,94.0,31
10,50,MIMIC,FourPeaksEvaluationFunction,100000,791,94.0,94.0,1159
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,53
10,50,GA,SixPeaksEvaluationFunction,100000,3404,94.0,94.0,134
10,50,MIMIC,SixPeaksEvaluationFunction,100000,619,94.0,94.0,913
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,46.0,14
10,50,SA,FlipFlopEvaluationFunction,100000,33775,49.0,49.0,14
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4162
10,50,MIMIC,FlipFlopEvaluationFunction,100000,7371,49.0,49.0,10707
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,12
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,48
10,50,GA,FourPeaksEvaluationFunction,100000,5733,94.0,94.0,238
10,50,MIMIC,FourPeaksEvaluationFunction,100000,392,94.0,94.0,574
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,4287,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,1534,94.0,94.0,62
10,50,MIMIC,SixPeaksEvaluationFunction,100000,613,94.0,94.0,923
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,42.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,69056,49.0,49.0,33
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4140
10,50,MIMIC,FlipFlopEvaluationFunction,100000,14852,49.0,49.0,21540
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2366,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,2185,94.0,94.0,86
10,50,MIMIC,FourPeaksEvaluationFunction,100000,936,94.0,94.0,1391
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,1894,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,2889,94.0,94.0,114
10,50,MIMIC,SixPeaksEvaluationFunction,100000,990,94.0,94.0,1471
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,42.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,18186,49.0,49.0,6
10,50,GA,FlipFlopEvaluationFunction,100000,3019,49.0,49.0,127
10,50,MIMIC,FlipFlopEvaluationFunction,100000,56170,49.0,49.0,82012
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,12
10,50,SA,FourPeaksEvaluationFunction,100000,2891,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,1929,94.0,94.0,77
10,50,MIMIC,FourPeaksEvaluationFunction,100000,728,94.0,94.0,1083
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,16
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,52
10,50,GA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,3998
10,50,MIMIC,SixPeaksEvaluationFunction,100000,1083,94.0,94.0,1633
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,8792,49.0,49.0,3
10,50,GA,FlipFlopEvaluationFunction,100000,52743,49.0,49.0,2202
10,50,MIMIC,FlipFlopEvaluationFunction,100000,83877,49.0,49.0,121844
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2924,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,7688,94.0,94.0,314
10,50,MIMIC,FourPeaksEvaluationFunction,100000,516,94.0,94.0,763
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2194,94.0,94.0,0
10,50,GA,SixPeaksEvaluationFunction,100000,4603,94.0,94.0,186
10,50,MIMIC,SixPeaksEvaluationFunction,100000,947,94.0,94.0,1383
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,77224,49.0,49.0,45
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4231
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145141
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,49
10,50,GA,FourPeaksEvaluationFunction,100000,1795,94.0,94.0,71
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1050,94.0,94.0,1560
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2786,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3611,94.0,94.0,145
10,50,MIMIC,SixPeaksEvaluationFunction,100000,927,94.0,94.0,1416
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,10587,49.0,49.0,3
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4134
10,50,MIMIC,FlipFlopEvaluationFunction,100000,6169,49.0,49.0,8975
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,10
10,50,SA,FourPeaksEvaluationFunction,100000,2372,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,1090,94.0,94.0,42
10,50,MIMIC,FourPeaksEvaluationFunction,100000,495,94.0,94.0,715
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2644,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,1964,94.0,94.0,78
10,50,MIMIC,SixPeaksEvaluationFunction,100000,941,94.0,94.0,1400
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,41.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,37910,49.0,49.0,16
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4131
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,144994
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,10
10,50,SA,FourPeaksEvaluationFunction,100000,2761,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,4271,94.0,94.0,169
10,50,MIMIC,FourPeaksEvaluationFunction,100000,754,94.0,94.0,1136
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,16
10,50,SA,SixPeaksEvaluationFunction,100000,2412,94.0,94.0,0
10,50,GA,SixPeaksEvaluationFunction,100000,5030,94.0,94.0,199
10,50,MIMIC,SixPeaksEvaluationFunction,100000,609,94.0,94.0,927
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,40.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,24431,49.0,49.0,9
10,50,GA,FlipFlopEvaluationFunction,100000,58497,49.0,49.0,2408
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145590
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,47
10,50,GA,FourPeaksEvaluationFunction,100000,2288,94.0,94.0,92
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1674,94.0,94.0,2447
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,54
10,50,GA,SixPeaksEvaluationFunction,100000,2188,94.0,94.0,88
10,50,MIMIC,SixPeaksEvaluationFunction,100000,661,94.0,94.0,979
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,44.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,33049,49.0,49.0,13
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4152
10,50,MIMIC,FlipFlopEvaluationFunction,100000,4579,49.0,49.0,6711
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2570,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,5485,94.0,94.0,223
10,50,MIMIC,FourPeaksEvaluationFunction,100000,460,94.0,94.0,691
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,53
10,50,GA,SixPeaksEvaluationFunction,100000,1675,94.0,94.0,67
10,50,MIMIC,SixPeaksEvaluationFunction,100000,300,94.0,94.0,443
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,41.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,1380,49.0,49.0,0
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4119
10,50,MIMIC,FlipFlopEvaluationFunction,100000,40224,49.0,49.0,58452
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2360,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,4557,94.0,94.0,184
10,50,MIMIC,FourPeaksEvaluationFunction,100000,849,94.0,94.0,1279
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,53
10,50,GA,SixPeaksEvaluationFunction,100000,3265,94.0,94.0,128
10,50,MIMIC,SixPeaksEvaluationFunction,100000,467,94.0,94.0,705
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,41.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,3810,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,14273,49.0,49.0,608
10,50,MIMIC,FlipFlopEvaluationFunction,100000,621,49.0,49.0,904
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,3072,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,6179,94.0,94.0,249
10,50,MIMIC,FourPeaksEvaluationFunction,100000,295,94.0,94.0,439
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2743,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,2979,94.0,94.0,119
10,50,MIMIC,SixPeaksEvaluationFunction,100000,486,94.0,94.0,709
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,30854,49.0,49.0,12
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4116
10,50,MIMIC,FlipFlopEvaluationFunction,100000,18287,49.0,49.0,26703
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2682,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,3228,94.0,94.0,128
10,50,MIMIC,FourPeaksEvaluationFunction,100000,843,94.0,94.0,1229
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2230,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3658,94.0,94.0,145
10,50,MIMIC,SixPeaksEvaluationFunction,100000,1252,94.0,94.0,1837
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,12292,49.0,49.0,4
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4130
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145596
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,49
10,50,GA,FourPeaksEvaluationFunction,100000,4422,94.0,94.0,180
10,50,MIMIC,FourPeaksEvaluationFunction,100000,779,94.0,94.0,1147
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2404,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,2104,94.0,94.0,86
10,50,MIMIC,SixPeaksEvaluationFunction,100000,456,94.0,94.0,680
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,12
10,50,SA,FlipFlopEvaluationFunction,100000,13151,49.0,49.0,3
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4388
10,50,MIMIC,FlipFlopEvaluationFunction,100000,16733,49.0,49.0,24518
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,49
10,50,GA,FourPeaksEvaluationFunction,100000,3183,94.0,94.0,143
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1205,94.0,94.0,1784
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,16
10,50,SA,SixPeaksEvaluationFunction,100000,2191,94.0,94.0,0
10,50,GA,SixPeaksEvaluationFunction,100000,4530,94.0,94.0,180
10,50,MIMIC,SixPeaksEvaluationFunction,100000,561,94.0,94.0,830
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,42.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,2070,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4140
10,50,MIMIC,FlipFlopEvaluationFunction,100000,21380,49.0,49.0,31197
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2391,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,3045,94.0,94.0,120
10,50,MIMIC,FourPeaksEvaluationFunction,100000,882,94.0,94.0,1298
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,53
10,50,GA,SixPeaksEvaluationFunction,100000,4327,94.0,94.0,188
10,50,MIMIC,SixPeaksEvaluationFunction,100000,698,94.0,94.0,1002
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,32725,49.0,49.0,17
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4141
10,50,MIMIC,FlipFlopEvaluationFunction,100000,24344,49.0,49.0,35476
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,55
10,50,GA,FourPeaksEvaluationFunction,100000,4746,94.0,94.0,191
10,50,MIMIC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,141489
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,21
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,60
10,50,GA,SixPeaksEvaluationFunction,100000,4397,94.0,94.0,176
10,50,MIMIC,SixPeaksEvaluationFunction,100000,784,94.0,94.0,1124
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,40.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,9973,49.0,49.0,3
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4126
10,50,MIMIC,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,145990
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2070,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,4815,94.0,94.0,224
10,50,MIMIC,FourPeaksEvaluationFunction,100000,966,94.0,94.0,1419
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,16
10,50,SA,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,52
10,50,GA,SixPeaksEvaluationFunction,100000,4603,94.0,94.0,184
10,50,MIMIC,SixPeaksEvaluationFunction,100000,610,94.0,94.0,897
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,38.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,11177,49.0,49.0,4
10,50,GA,FlipFlopEvaluationFunction,100000,74913,49.0,49.0,3109
10,50,MIMIC,FlipFlopEvaluationFunction,100000,62236,49.0,49.0,90528
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,2707,94.0,94.0,1
10,50,GA,FourPeaksEvaluationFunction,100000,3895,94.0,94.0,154
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1053,94.0,94.0,1553
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2240,94.0,94.0,0
10,50,GA,SixPeaksEvaluationFunction,100000,3303,94.0,94.0,131
10,50,MIMIC,SixPeaksEvaluationFunction,100000,726,94.0,94.0,1070
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,36178,49.0,49.0,16
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,47.0,4155
10,50,MIMIC,FlipFlopEvaluationFunction,100000,74725,49.0,49.0,109004
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,12
10,50,SA,FourPeaksEvaluationFunction,100000,3009,94.0,94.0,0
10,50,GA,FourPeaksEvaluationFunction,100000,5912,94.0,94.0,236
10,50,MIMIC,FourPeaksEvaluationFunction,100000,697,94.0,94.0,1021
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,3413,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,3885,94.0,94.0,154
10,50,MIMIC,SixPeaksEvaluationFunction,100000,805,94.0,94.0,1162
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,39.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,4453,49.0,49.0,1
10,50,GA,FlipFlopEvaluationFunction,100000,5714,49.0,49.0,237
10,50,MIMIC,FlipFlopEvaluationFunction,100000,21608,49.0,49.0,31464
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,48
10,50,GA,FourPeaksEvaluationFunction,100000,2502,94.0,94.0,100
10,50,MIMIC,FourPeaksEvaluationFunction,100000,1150,94.0,94.0,1722
10,50,RHC,SixPeaksEvaluationFunction,100000,100000,94.0,50.0,15
10,50,SA,SixPeaksEvaluationFunction,100000,2422,94.0,94.0,1
10,50,GA,SixPeaksEvaluationFunction,100000,4822,94.0,94.0,191
10,50,MIMIC,SixPeaksEvaluationFunction,100000,1200,94.0,94.0,1746
10,50,RHC,FlipFlopEvaluationFunction,100000,100000,49.0,37.0,11
10,50,SA,FlipFlopEvaluationFunction,100000,7342,49.0,49.0,2
10,50,GA,FlipFlopEvaluationFunction,100000,100000,49.0,48.0,4149
10,50,MIMIC,FlipFlopEvaluationFunction,100000,25437,49.0,49.0,37164
10,50,RHC,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,11
10,50,SA,FourPeaksEvaluationFunction,100000,100000,94.0,50.0,49
10,50,GA,FourPeaksEvaluationFunction,100000,6044,94.0,94.0,245
